Time t / s,Current I_1 / A
6.208,0.0083325
6.21,0.006666
6.212,0.0083325
6.214,0.006666
6.216,0.006666
6.218,0.006666
6.22,0.006666
6.222,0.006666
6.224,0.0049995
6.226,0.006666
6.228,0.006666
6.23,0.006666
6.232,0.006666
6.234,0.0049995
6.236,0.0083325
6.238,0.006666
6.24,0.0049995
6.242,0.0049995
6.244,0.0049995
6.246,0.006666
6.248,0.006666
6.25,0.0049995
6.252,0.0049995
6.254,0.006666
6.256,0.0049995
6.258,0.006666
6.26,0.006666
6.262,0.006666
6.264,0.006666
6.266,0.0049995
6.268,0.006666
6.27,0.0083325
6.272,0.006666
6.274,0.0083325
6.276,0.006666
6.278,0.006666
6.28,0.006666
6.282,0.0049995
6.284,0.0049995
6.286,0.0049995
6.288,0.0049995
6.29,0.0016665
6.292,0
6.294,0.0016665
6.296,0.0016665
6.298,0
6.3,0
6.302,0
6.304,0
6.306,-0.0016665
6.308,0
6.31,0
6.312,-0.0016665
6.314,-0.0016665
6.316,-0.003333
6.318,0
6.32,0
6.322,0
6.324,0
6.326,0
6.328,0
6.33,0
6.332,0
6.334,0
6.336,0
6.338,0
6.34,0
6.342,0
6.344,0.0016665
6.346,0.003333
6.348,0.003333
6.35,0.003333
6.352,0.0016665
6.354,0
6.356,0
6.358,0.0016665
6.36,0.0049995
6.362,0.003333
6.364,0.0049995
6.366,0.003333
6.368,0.003333
6.37,0.003333
6.372,0.003333
6.374,0
6.376,0.003333
6.378,0.003333
6.38,0
6.382,0.003333
6.384,0
6.386,0.0016665
6.388,0.003333
6.39,0.0016665
6.392,0
6.394,0.0016665
6.396,0.0016665
6.398,0
6.4,0.0016665
6.402,0.0016665
6.404,0
6.406,0
6.408,0
6.41,0
6.412,0
6.414,0
6.416,0
6.418,-0.0016665
6.42,-0.0016665
6.422,0
6.424,0
6.426,-0.0016665
6.428,-0.0016665
6.43,0
6.432,0
6.434,-0.003333
6.436,-0.0016665
6.438,-0.0016665
6.44,-0.0016665
6.442,-0.0016665
6.444,-0.003333
6.446,-0.0016665
6.448,0
6.45,-0.0016665
6.452,-0.0016665
6.454,-0.0016665
6.456,-0.0016665
6.458,0
6.46,-0.0016665
6.462,-0.003333
6.464,0
6.466,-0.003333
6.468,-0.0016665
6.47,-0.0016665
6.472,-0.0016665
6.474,-0.003333
6.476,-0.0016665
6.478,-0.003333
6.48,-0.0016665
6.482,-0.003333
6.484,-0.003333
6.486,-0.003333
6.488,-0.003333
6.49,-0.0049995
6.492,-0.003333
6.494,-0.0016665
6.496,-0.003333
6.498,-0.003333
6.5,-0.003333
6.502,-0.003333
6.504,-0.003333
6.506,-0.003333
6.508,-0.003333
6.51,-0.0016665
6.512,-0.003333
6.514,-0.0049995
6.516,-0.0049995
6.518,-0.003333
6.52,-0.0016665
6.522,-0.003333
6.524,-0.003333
6.526,-0.003333
6.528,-0.003333
6.53,-0.003333
6.532,-0.0016665
6.534,-0.003333
6.536,-0.0016665
6.538,-0.0016665
6.54,-0.0016665
6.542,0
6.544,-0.0016665
6.546,-0.0016665
6.548,-0.0016665
6.55,-0.003333
6.552,-0.003333
6.554,-0.0016665
6.556,-0.0016665
6.558,-0.0049995
6.56,-0.0016665
6.562,-0.0016665
6.564,-0.0016665
6.566,-0.0016665
6.568,-0.0016665
6.57,-0.0016665
6.572,-0.0016665
6.574,0
6.576,-0.0016665
6.578,-0.003333
6.58,-0.0016665
6.582,0
6.584,-0.0016665
6.586,-0.0016665
6.588,-0.0016665
6.59,-0.0016665
6.592,-0.0016665
6.594,0
6.596,-0.0016665
6.598,0
6.6,0
6.602,-0.0016665
6.604,0
6.606,-0.0016665
6.608,-0.0016665
6.61,-0.0016665
6.612,-0.0016665
6.614,-0.0016665
6.616,0
6.618,0
6.62,0
6.622,-0.003333
6.624,0
6.626,-0.0016665
6.628,-0.0016665
6.63,-0.0016665
6.632,0
6.634,0
6.636,-0.0016665
6.638,-0.0016665
6.64,0
6.642,0
6.644,0
6.646,0
6.648,-0.0016665
6.65,0
6.652,0
6.654,0
6.656,0
6.658,0
6.66,-0.003333
6.662,0
6.664,-0.0016665
6.666,-0.0016665
6.668,0
6.67,0
6.672,-0.0016665
6.674,0
6.676,-0.0016665
6.678,0
6.68,-0.0016665
6.682,0
6.684,0
6.686,0
6.688,0
6.69,0
6.692,-0.0016665
6.694,-0.0016665
6.696,0
6.698,-0.0016665
6.7,-0.0016665
6.702,0
6.704,-0.0016665
6.706,0
6.708,-0.0016665
6.71,-0.0016665
6.712,0
6.714,0
6.716,-0.003333
6.718,-0.0016665
6.72,0
6.722,0
6.724,-0.0016665
6.726,-0.003333
6.728,-0.0016665
6.73,-0.0016665
6.732,-0.0016665
