Time t / s,Current I_1 / A
1.088,0.03333
1.09,0.03333
1.092,0.029997
1.094,0.029997
1.096,0.0349965
1.098,0.0383295
1.1,0.0316635
1.102,0.019998
1.104,0.009999
1.106,0
1.108,0
1.11,0.0016665
1.112,0.013332
1.114,0.036663
1.116,0.039996
1.118,0.036663
1.12,0.0383295
1.122,0.0349965
1.124,0.03333
1.126,0.0349965
1.128,0.039996
1.13,0.036663
1.132,0.023331
1.134,0.0083325
1.136,-0.0016665
1.138,-0.0016665
1.14,0
1.142,0.0249975
1.144,0.0449955
1.146,0.043329
1.148,0.0416625
1.15,0.036663
1.152,0.0349965
1.154,0.0383295
1.156,0.043329
1.158,0.039996
1.16,0.019998
1.162,0.003333
1.164,0
1.166,0
1.168,0.0116655
1.17,0.0316635
1.172,0.036663
1.174,0.0349965
1.176,0.026664
1.178,0.03333
1.18,0.043329
1.182,0.0449955
1.184,0.0349965
1.186,0.013332
1.188,0.0016665
1.19,-0.0016665
1.192,-0.0016665
1.194,0.029997
1.196,0.049995
1.198,0.049995
1.2,0.043329
1.202,0.036663
1.204,0.0349965
1.206,0.039996
1.208,0.036663
1.21,0.0316635
1.212,0.0116655
1.214,-0.0016665
1.216,0
1.218,0.0016665
1.22,0.019998
1.222,0.043329
1.224,0.0449955
1.226,0.0449955
1.228,0.039996
1.23,0.036663
1.232,0.039996
1.234,0.046662
1.236,0.036663
1.238,0.019998
1.24,0.0016665
1.242,0
1.244,-0.0016665
1.246,0
1.248,0.039996
1.25,0.0449955
1.252,0.0416625
1.254,0.036663
1.256,0.03333
1.258,0.03333
1.26,0.039996
1.262,0.0416625
1.264,0.0316635
1.266,0.013332
1.268,0
1.27,0
1.272,0
1.274,0.0183315
1.276,0.0383295
1.278,0.0449955
1.28,0.0049995
1.282,-0.0049995
1.284,0.023331
1.286,0.03333
1.288,0.016665
1.29,0.036663
1.292,0.0283305
1.294,0.013332
1.296,0
1.298,-0.0016665
1.3,-0.0016665
1.302,0.003333
1.304,0.0383295
1.306,0.0383295
1.308,0.0383295
1.31,0.036663
1.312,0.029997
1.314,0.0316635
1.316,0.0316635
1.318,0.03333
1.32,0.029997
1.322,0.0083325
1.324,-0.0016665
1.326,-0.003333
1.328,0
1.33,-0.0016665
1.332,0.029997
1.334,0.039996
1.336,0.0383295
1.338,0.0383295
1.34,0.03333
1.342,0.036663
1.344,0.043329
1.346,0.0349965
1.348,0.026664
1.35,0.009999
1.352,-0.0016665
1.354,0
1.356,0.003333
1.358,0.0216645
1.36,0.043329
1.362,0.0449955
1.364,0.0416625
1.366,0.036663
1.368,0.0249975
1.37,0.0316635
1.372,0.0449955
1.374,0.03333
1.376,0.013332
1.378,0.0016665
1.38,-0.0016665
1.382,0.0049995
1.384,0.0249975
1.386,0.043329
1.388,0.046662
1.39,0.043329
1.392,0.043329
1.394,0.039996
1.396,0.046662
1.398,0.049995
1.4,0.0349965
1.402,0.009999
1.404,0
1.406,0
1.408,0.013332
1.41,0.043329
1.412,0.0449955
1.414,0.046662
1.416,0.0416625
1.418,0.039996
1.42,0.046662
1.422,0.049995
1.424,0.0316635
1.426,0.0049995
1.428,-0.0016665
1.43,0
1.432,0
1.434,0.039996
1.436,0.053328
1.438,0.049995
1.44,0.043329
1.442,0.0383295
1.444,0.0216645
1.446,0.049995
1.448,0.026664
1.45,0.0016665
1.452,-0.0016665
1.454,0
1.456,0.009999
1.458,0.0383295
1.46,0.043329
1.462,0.0416625
1.464,0.0383295
1.466,0.036663
1.468,0.0483285
1.47,0.0449955
1.472,0.0216645
1.474,0
1.476,0
1.478,0
1.48,0.016665
1.482,0.0416625
1.484,0.046662
1.486,0.036663
1.488,0.023331
1.49,0.039996
1.492,0.046662
1.494,0.039996
1.496,0.0183315
1.498,0
1.5,-0.0016665
1.502,0.0016665
1.504,0.016665
1.506,0.039996
1.508,0.043329
1.51,0.043329
1.512,0.0416625
1.514,0.0349965
1.516,0.043329
1.518,0.0449955
1.52,0.0283305
1.522,0.0049995
1.524,-0.0016665
1.526,-0.0016665
1.528,-0.0016665
1.53,0
1.532,0.0416625
1.534,0.046662
1.536,0.0416625
1.538,0.036663
1.54,0.039996
1.542,0.0483285
1.544,0.0383295
1.546,0.013332
1.548,0
1.55,0
1.552,0
1.554,0.0149985
1.556,0.0449955
1.558,0.046662
1.56,0.0316635
1.562,0.0283305
1.564,0.039996
1.566,0.0483285
1.568,0.043329
1.57,0.023331
1.572,0.003333
1.574,0
1.576,0.006666
1.578,0.0283305
1.58,0.0516615
1.582,0.043329
1.584,0.0483285
1.586,0.0416625
1.588,0.039996
1.59,0.0449955
1.592,0.046662
1.594,0.0249975
1.596,0.006666
1.598,-0.0016665
1.6,0
1.602,0
1.604,0.0183315
1.606,0.0449955
1.608,0.0449955
1.61,0.03333
1.612,0.026664
1.614,0.043329
1.616,0.0416625
1.618,0.0183315
1.62,0.0016665
1.622,-0.0016665
1.624,-0.0049995
1.626,0.0383295
1.628,0.053328
1.63,0.049995
1.632,0.046662
1.634,0.0449955
1.636,0.0483285
1.638,0.049995
1.64,0.0249975
1.642,0.003333
1.644,0
1.646,0
1.648,0.016665
1.65,0.049995
1.652,0.0516615
1.654,0.039996
1.656,0.0349965
1.658,0.0483285
1.66,0.0449955
1.662,0.0149985
1.664,-0.0016665
1.666,0
1.668,0
1.67,0.0316635
1.672,0.0483285
1.674,0.0483285
1.676,0.0249975
1.678,0.043329
1.68,0.0483285
1.682,0.046662
1.684,0.0183315
1.686,-0.0016665
1.688,0
1.69,0.0049995
1.692,0.0283305
1.694,0.053328
1.696,0.0483285
1.698,0.039996
1.7,0.043329
1.702,0.0516615
1.704,0.043329
1.706,0.0116655
1.708,-0.0016665
1.71,0
1.712,0.003333
1.714,0.036663
1.716,0.053328
1.718,0.0383295
1.72,0.0316635
1.722,0.043329
1.724,0.0483285
1.726,0.0383295
1.728,0.003333
1.73,-0.0016665
1.732,-0.0016665
1.734,0.006666
1.736,0.053328
1.738,0.0516615
1.74,0.043329
1.742,0.03333
1.744,0.0383295
1.746,0.0449955
1.748,0.0416625
1.75,0.013332
1.752,-0.0016665
1.754,0
1.756,0
1.758,0
1.76,0.029997
1.762,0.0483285
1.764,0.039996
1.766,0.043329
1.768,0.046662
1.77,0.049995
1.772,0.0283305
1.774,0
1.776,-0.0016665
1.778,0
1.78,0.0049995
1.782,0.053328
1.784,0.0549945
1.786,0.0516615
1.788,0.0416625
1.79,0.049995
1.792,0.053328
1.794,0.03333
1.796,0.006666
1.798,-0.0016665
1.8,-0.0016665
1.802,0.026664
1.804,0.0449955
1.806,0.046662
1.808,0.0416625
1.81,0.043329
1.812,0.049995
1.814,0.0483285
1.816,0.026664
1.818,0
1.82,0
1.822,-0.0016665
1.824,0.039996
1.826,0.0549945
1.828,0.0516615
1.83,0.043329
1.832,0.046662
1.834,0.0549945
1.836,0.046662
1.838,0.0149985
1.84,0
1.842,0
1.844,0.0049995
1.846,0.029997
1.848,0.053328
1.85,0.0483285
1.852,0.0449955
1.854,0.053328
1.856,0.056661
1.858,0.026664
1.86,0.003333
1.862,-0.003333
1.864,-0.0016665
1.866,0.0449955
1.868,0.053328
1.87,0.039996
1.872,0.0449955
1.874,0.0483285
1.876,0.053328
1.878,0.0416625
1.88,0.0016665
1.882,-0.0016665
1.884,0
1.886,0.019998
1.888,0.0549945
1.89,0.0549945
1.892,0.043329
1.894,0.036663
1.896,0.0416625
1.898,0.043329
1.9,0.023331
1.902,0.0049995
1.904,-0.0016665
1.906,-0.0016665
1.908,0.0383295
1.91,0.053328
1.912,0.046662
1.914,0.0383295
1.916,0.0416625
1.918,0.046662
1.92,0.0483285
1.922,0.0149985
1.924,0
1.926,0
1.928,0.006666
1.93,0.0416625
1.932,0.0549945
1.934,0.0449955
1.936,0.039996
1.938,0.0416625
1.94,0.043329
1.942,0.039996
1.944,0.019998
1.946,0
1.948,0
1.95,0
1.952,0.019998
1.954,0.046662
1.956,0.046662
1.958,0.0383295
1.96,0.0349965
1.962,0.029997
1.964,0.0449955
1.966,0.0283305
1.968,0
1.97,-0.0016665
1.972,0
1.974,0.0049995
1.976,0.043329
1.978,0.053328
1.98,0.0449955
1.982,0.039996
1.984,0.043329
1.986,0.049995
1.988,0.0449955
1.99,0.023331
1.992,0.0049995
1.994,-0.0016665
1.996,0
1.998,0
2,0.0349965
2.002,0.053328
2.004,0.0416625
2.006,0.039996
2.008,0.0483285
2.01,0.049995
2.012,0.0249975
2.014,0
2.016,0
2.018,-0.0016665
2.02,0.003333
2.022,0.053328
2.024,0.053328
2.026,0.049995
2.028,0.043329
2.03,0.0483285
2.032,0.046662
2.034,0.026664
2.036,0.006666
2.038,-0.0016665
2.04,-0.003333
2.042,0.023331
2.044,0.049995
2.046,0.053328
2.048,0.043329
2.05,0.036663
2.052,0.0483285
2.054,0.056661
2.056,0.0316635
2.058,0.003333
2.06,-0.0016665
2.062,0.003333
2.064,0
2.066,0.056661
2.068,0.0516615
2.07,0.0483285
2.072,0.043329
2.074,0.049995
2.076,0.049995
2.078,0.023331
2.08,0
2.082,0
2.084,-0.0016665
2.086,0.009999
2.088,0.0349965
2.09,0.0516615
2.092,0.043329
2.094,0.0449955
2.096,0.049995
2.098,0.043329
2.1,0.009999
2.102,-0.0016665
2.104,-0.0016665
2.106,0
2.108,-0.0016665
2.11,0.026664
2.112,-0.0083325
2.114,0.043329
2.116,0.043329
2.118,0.0416625
2.12,0.036663
2.122,0.016665
2.124,-0.0016665
2.126,-0.003333
2.128,-0.0016665
2.13,0
2.132,0.019998
2.134,0.043329
2.136,0.03333
2.138,0.0349965
2.14,0.049995
2.142,0.0383295
2.144,0.009999
2.146,0
2.148,0
2.15,0.0116655
2.152,0.046662
2.154,0.0516615
2.156,0.0349965
2.158,0.039996
2.16,0.0416625
2.162,0.046662
2.164,0.03333
2.166,0.019998
2.168,-0.0016665
2.17,0
2.172,0.003333
2.174,0.0149985
2.176,0.036663
2.178,0.049995
2.18,0.039996
2.182,0.03333
2.184,0.046662
2.186,0.0483285
2.188,0.0316635
2.19,0.006666
2.192,-0.0016665
2.194,0
2.196,0
2.198,0.039996
2.2,0.0483285
2.202,0.053328
2.204,0.043329
2.206,0.046662
2.208,0.053328
2.21,0.0416625
2.212,0.006666
2.214,-0.0016665
2.216,0
2.218,0.0149985
2.22,0.049995
2.222,0.049995
2.224,0.0483285
2.226,0.0416625
2.228,0.039996
2.23,0.049995
2.232,0.043329
2.234,0.016665
2.236,0
2.238,0
2.24,-0.0016665
2.242,0.0383295
2.244,0.0549945
2.246,0.053328
2.248,0.0449955
2.25,0.039996
2.252,0.053328
2.254,0.046662
2.256,0.009999
2.258,-0.0016665
2.26,-0.0016665
2.262,0.0049995
2.264,0.049995
2.266,0.0516615
2.268,0.043329
2.27,0.0449955
2.272,0.049995
2.274,0.0516615
2.276,0.03333
2.278,0.0083325
2.28,0
2.282,-0.0016665
2.284,0.0316635
2.286,0.053328
2.288,0.056661
2.29,0.046662
2.292,0.046662
2.294,0.0549945
2.296,0.0449955
2.298,0.019998
2.3,-0.0016665
2.302,0
2.304,0
2.306,0.0083325
2.308,0.0483285
2.31,0.0516615
2.312,0.039996
2.314,0.043329
2.316,0.049995
2.318,0.029997
2.32,0
2.322,0
2.324,0
2.326,-0.0016665
2.328,0.026664
2.33,0.0483285
2.332,0.016665
2.334,0
2.336,0.026664
2.338,0.0449955
2.34,0.019998
2.342,-0.0016665
2.344,0
2.346,0.0116655
2.348,0.03333
2.35,0.053328
2.352,0.0249975
2.354,0.039996
2.356,0.0416625
2.358,0.049995
2.36,0.0383295
2.362,0.016665
2.364,-0.0016665
2.366,-0.0016665
2.368,0.0116655
2.37,0.0283305
2.372,0.006666
2.374,0.013332
2.376,0.0349965
2.378,0.046662
2.38,0.046662
2.382,0.0316635
2.384,0.009999
2.386,0
2.388,-0.0016665
2.39,0
2.392,0.0416625
2.394,0.0516615
2.396,0.0516615
2.398,0.0349965
2.4,0.046662
2.402,0.0449955
2.404,0.0416625
2.406,0.0116655
2.408,0
2.41,0.003333
2.412,0.0216645
2.414,0.0549945
2.416,0.0549945
2.418,0.049995
2.42,0.043329
2.422,0.0483285
2.424,0.0516615
2.426,0.03333
2.428,0.0083325
2.43,-0.0016665
2.432,0.003333
2.434,0.036663
2.436,0.053328
2.438,0.056661
2.44,0.049995
2.442,0.049995
2.444,0.056661
2.446,0.053328
2.448,0.0149985
2.45,-0.0016665
2.452,0
2.454,0.003333
2.456,0.023331
2.458,0.0583275
2.46,0.0549945
2.462,0.046662
2.464,0.053328
2.466,0.0516615
2.468,0.023331
2.47,-0.0016665
2.472,-0.003333
2.474,0
2.476,0.0216645
2.478,0.049995
2.48,0.053328
2.482,0.0449955
2.484,0.053328
2.486,0.053328
2.488,0.0283305
2.49,0
2.492,0
2.494,0.009999
2.496,0.053328
2.498,0.0516615
2.5,0.053328
2.502,0.0183315
2.504,0.049995
2.506,0.0549945
2.508,0.026664
2.51,0
2.512,0
2.514,0.0049995
2.516,0.0116655
2.518,0.0316635
2.52,0.053328
2.522,0.0349965
2.524,0.006666
2.526,-0.0016665
2.528,0.0183315
2.53,0.006666
2.532,-0.0016665
2.534,0
2.536,0.0416625
2.538,0.059994
2.54,0.043329
2.542,0.0449955
2.544,0.046662
2.546,0.0516615
2.548,0.0416625
2.55,0.009999
2.552,0
2.554,0
2.556,0.0149985
2.558,0.0583275
2.56,0.056661
2.562,0.0483285
2.564,0.039996
2.566,0.046662
2.568,0.0483285
2.57,0.016665
2.572,-0.0016665
2.574,0
2.576,0
2.578,0.036663
2.58,0.056661
2.582,0.053328
2.584,0.046662
2.586,0.046662
2.588,0.0549945
2.59,0.0383295
2.592,0.013332
2.594,-0.0016665
2.596,-0.0016665
2.598,0.0016665
2.6,0.029997
2.602,0.056661
2.604,0.0516615
2.606,0.043329
2.608,0.043329
2.61,0.049995
2.612,0.036663
2.614,0.009999
2.616,0
2.618,-0.003333
2.62,0.013332
2.622,0.0383295
2.624,0.0149985
2.626,-0.0016665
2.628,-0.0016665
2.63,0.039996
2.632,0.053328
2.634,0.023331
2.636,0
2.638,0
2.64,0
2.642,0.003333
2.644,0.0516615
2.646,0.049995
2.648,0.039996
2.65,0.046662
2.652,0.0516615
2.654,0.0316635
2.656,-0.0016665
2.658,0
2.66,0
2.662,0.013332
2.664,0.0416625
2.666,0.0483285
2.668,0.0483285
2.67,0.0416625
2.672,0.049995
2.674,0.03333
2.676,0.006666
2.678,0
2.68,0
2.682,-0.0016665
2.684,0.049995
2.686,0.056661
2.688,0.043329
2.69,0.0516615
2.692,0.0616605
2.694,0.0316635
2.696,-0.0016665
2.698,0
2.7,0.0016665
2.702,0.0016665
2.704,0.019998
2.706,0.053328
2.708,0.046662
2.71,0.049995
2.712,0.0449955
2.714,0.016665
2.716,-0.0016665
2.718,-0.0016665
2.72,0.026664
2.722,0.0583275
2.724,0.0549945
2.726,0.036663
2.728,0.0083325
2.73,0.0516615
2.732,0.049995
2.734,0.0183315
2.736,-0.0016665
2.738,0
2.74,0.0049995
2.742,0.059994
2.744,0.056661
2.746,0.0416625
2.748,0.029997
2.75,0.049995
2.752,0.046662
2.754,0.0183315
2.756,0
2.758,0
2.76,0.0116655
2.762,0.043329
2.764,0.0549945
2.766,0.0516615
2.768,0.0449955
2.77,0.046662
2.772,0.053328
2.774,0.039996
2.776,0.0083325
2.778,-0.0016665
2.78,0
2.782,-0.0016665
2.784,0.059994
2.786,0.0349965
2.788,0.0516615
2.79,0.0416625
2.792,0.049995
2.794,0.0483285
2.796,0.026664
2.798,0
2.8,0
2.802,-0.0016665
2.804,0
2.806,0.0049995
2.808,0.0316635
2.81,0.046662
2.812,0.039996
2.814,0.049995
2.816,0.049995
2.818,0.026664
2.82,0.0049995
2.822,0
2.824,0
2.826,0.0383295
2.828,0.056661
2.83,0.046662
2.832,0.0483285
2.834,0.0416625
2.836,0.0483285
2.838,0.046662
2.84,0.016665
2.842,0
2.844,0
2.846,0.013332
2.848,0.049995
2.85,0.053328
2.852,0.0483285
2.854,0.046662
2.856,0.0483285
2.858,0.056661
2.86,0.036663
2.862,0.0083325
2.864,-0.0016665
2.866,-0.003333
2.868,0
2.87,0.043329
2.872,0.0516615
2.874,0.0049995
2.876,0.036663
2.878,0.0516615
2.88,0.053328
2.882,0.016665
2.884,-0.0016665
2.886,0
2.888,-0.0016665
2.89,0.0016665
2.892,0.0216645
2.894,0.0483285
2.896,0.0416625
2.898,0.0416625
2.9,0.049995
2.902,0.03333
2.904,0.009999
2.906,-0.0016665
2.908,0
2.91,0.023331
2.912,0.0516615
2.914,0.0549945
2.916,0.03333
2.918,0.0416625
2.92,0.0416625
2.922,0.036663
2.924,0.0183315
2.926,0
2.928,0
2.93,0
2.932,0
2.934,0.006666
2.936,0.0416625
2.938,0.029997
2.94,0.019998
2.942,0.0483285
2.944,0.0383295
2.946,0.0116655
2.948,0
2.95,0.006666
2.952,0.029997
2.954,0.0516615
2.956,0.053328
2.958,0.046662
2.96,0.0416625
2.962,0.0449955
2.964,0.046662
2.966,0.0383295
2.968,0.013332
2.97,-0.0016665
2.972,-0.0016665
2.974,0.019998
2.976,0.0083325
2.978,0.0483285
2.98,0.0349965
2.982,0.036663
2.984,0.039996
2.986,0.0483285
2.988,0.0483285
2.99,0.0283305
2.992,0.0016665
2.994,0
2.996,-0.0016665
2.998,0.016665
3,0.046662
3.002,0.049995
3.004,0.046662
3.006,0.039996
3.008,0.03333
3.01,0.049995
3.012,0.0416625
3.014,0.0183315
3.016,0.0016665
3.018,0
3.02,0
3.022,0.0416625
3.024,0.0516615
3.026,0.0349965
3.028,0.0483285
3.03,0.0416625
3.032,0.0483285
3.034,0.0483285
3.036,0.026664
3.038,0.003333
3.04,-0.0016665
3.042,-0.0016665
3.044,0.0249975
3.046,0.0549945
3.048,0.0516615
3.05,0.046662
3.052,0.0416625
3.054,0.0516615
3.056,0.049995
3.058,0.0183315
3.06,0.0016665
3.062,-0.0016665
3.064,0
3.066,0.0416625
3.068,0.053328
3.07,0.0549945
3.072,0.043329
3.074,0.0416625
3.076,0.0416625
3.078,0.043329
3.08,0.0149985
3.082,0
3.084,0
3.086,0.003333
3.088,0.023331
3.09,0.053328
3.092,0.0483285
3.094,0.046662
3.096,0.049995
3.098,0.053328
3.1,0.0349965
3.102,0.0083325
3.104,-0.0016665
3.106,0.003333
3.108,0.009999
3.11,0.043329
3.112,0.053328
3.114,0.046662
3.116,0.043329
3.118,0.053328
3.12,0.0449955
3.122,0.0183315
3.124,0
3.126,0
