Time t / s,Voltage U_1 / V
1.06,0.259974
1.07,0.159984
1.08,0.279972
1.09,0.1549845
1.1,0.059994
1.11,0.159984
1.12,0.19998
1.13,0.0349965
1.14,0.0049995
1.15,-0.0049995
1.16,-0.0049995
1.17,-0.0049995
1.18,-0.009999
1.19,-0.0349965
1.2,-0.089991
1.21,-0.0649935
1.22,-0.009999
1.23,-0.0249975
1.24,-0.0349965
1.25,-0.029997
1.26,-0.009999
1.27,-0.009999
1.28,-0.0049995
1.29,-0.0049995
1.3,-0.0049995
1.31,-0.0049995
1.32,-0.0049995
1.33,0
1.34,0.0149985
1.35,0.079992
1.36,0.09999
1.37,0
1.38,0.039996
1.39,0.129987
1.4,0.0449955
1.41,0.1249875
1.42,0.219978
1.43,0.0349965
1.44,0.0249975
1.45,0.1449855
1.46,0.2249775
1.47,0.0249975
1.48,0.019998
1.49,0.0249975
1.5,-0.0049995
1.51,-0.0049995
1.52,-0.009999
1.53,-0.0049995
1.54,-0.009999
1.55,-0.029997
1.56,-0.079992
1.57,-0.1049895
1.58,-0.059994
1.59,-0.0449955
1.6,-0.0149985
1.61,-0.009999
1.62,-0.009999
1.63,-0.0049995
1.64,-0.0249975
1.65,-0.059994
1.66,-0.0249975
1.67,-0.0049995
1.68,-0.009999
1.69,-0.009999
1.7,-0.0049995
1.71,-0.0049995
1.72,-0.0049995
1.73,-0.0049995
1.74,-0.0049995
1.75,0.049995
1.76,0.1549845
1.77,0.209979
1.78,0.379962
1.79,0.09999
1.8,0.3049695
1.81,0.2849715
1.82,0.4349565
1.83,0.339966
1.84,0.2249775
1.85,0.3349665
1.86,0.129987
1.87,0.049995
1.88,-0.0049995
1.89,-0.0049995
1.9,-0.009999
1.91,-0.0949905
1.92,-0.339966
1.93,-0.4849515
1.94,-0.339966
1.95,-0.0149985
1.96,-0.0149985
1.97,-0.0249975
1.98,-0.009999
1.99,-0.009999
2,-0.0049995
2.01,-0.0049995
2.02,0
2.03,-0.0049995
2.04,0.039996
2.05,0.1049895
2.06,0.0449955
2.07,0
2.08,0.09999
2.09,0.3449655
2.1,0.349965
2.11,0.159984
2.12,0.059994
2.13,0.149985
2.14,0.2349765
2.15,0.0749925
2.16,0.0449955
2.17,0
2.18,-0.0049995
2.19,-0.0049995
2.2,-0.0049995
2.21,-0.009999
2.22,-0.009999
2.23,-0.0149985
2.24,-0.0349965
2.25,-0.0749925
2.26,-0.079992
2.27,-0.0349965
2.28,-0.009999
2.29,-0.0049995
2.3,-0.0149985
2.31,-0.019998
2.32,-0.009999
2.33,-0.009999
2.34,-0.009999
2.35,-0.009999
2.36,-0.009999
2.37,-0.009999
2.38,-0.0049995
2.39,-0.009999
2.4,-0.0049995
2.41,-0.0049995
2.42,-0.0049995
2.43,-0.0049995
2.44,0
2.45,0
2.46,0.009999
2.47,0.039996
2.48,0.119988
2.49,0.1149885
2.5,0
2.51,0.089991
2.52,0.1549845
2.53,0.1149885
2.54,0.209979
2.55,0.169983
2.56,0.069993
2.57,0.1549845
2.58,0.1449855
2.59,0.059994
2.6,0.0749925
2.61,0.079992
2.62,0.0149985
2.63,0
2.64,-0.0049995
2.65,0
2.66,-0.0049995
2.67,-0.0049995
2.68,-0.009999
2.69,-0.009999
2.7,-0.0149985
2.71,-0.019998
2.72,-0.019998
2.73,-0.0149985
2.74,-0.0149985
2.75,-0.009999
2.76,-0.0049995
2.77,-0.0149985
2.78,-0.0349965
2.79,-0.0249975
2.8,-0.0149985
2.81,-0.019998
2.82,-0.0149985
2.83,-0.009999
2.84,-0.0049995
2.85,-0.0049995
2.86,-0.009999
2.87,-0.0049995
2.88,-0.0049995
2.89,-0.0049995
2.9,-0.0049995
2.91,-0.0049995
2.92,0
2.93,0.0149985
2.94,0.1049895
2.95,0.0949905
2.96,0.1049895
2.97,0.2449755
2.98,0.1849815
2.99,0.1149885
3,0.1349865
3.01,0.089991
3.02,0.039996
3.03,0.049995
3.04,0.069993
3.05,0.169983
3.06,0.119988
3.07,0.019998
3.08,0.0249975
3.09,0.009999
3.1,0.0049995
3.11,-0.0049995
3.12,-0.0049995
3.13,-0.0049995
3.14,-0.009999
3.15,-0.009999
3.16,-0.009999
3.17,-0.0149985
3.18,-0.009999
3.19,-0.009999
3.2,-0.0049995
3.21,-0.0049995
3.22,-0.0249975
3.23,-0.0349965
3.24,-0.0149985
3.25,-0.019998
3.26,-0.0149985
3.27,-0.0049995
3.28,-0.0049995
3.29,-0.0049995
3.3,-0.0049995
3.31,-0.0049995
3.32,0
3.33,-0.0049995
3.34,0.019998
3.35,0.0149985
3.36,0.0349965
3.37,0.0249975
3.38,0.0249975
3.39,0.0849915
3.4,0.1049895
3.41,0.109989
3.42,0.059994
3.43,0.089991
3.44,0.3149685
3.45,0.2649735
3.46,0.109989
3.47,0.0449955
3.48,-0.0049995
3.49,-0.0049995
3.5,-0.0149985
3.51,-0.009999
3.52,-0.059994
3.53,-0.1349865
3.54,-0.169983
3.55,-0.079992
3.56,-0.0049995
3.57,-0.009999
3.58,-0.0149985
3.59,-0.0149985
3.6,-0.0249975
3.61,-0.0149985
3.62,-0.0149985
3.63,-0.0049995
3.64,-0.0049995
3.65,-0.0049995
3.66,0.1549845
3.67,0.179982
3.68,0.049995
3.69,0.319968
3.7,0.389961
3.71,0.369963
3.72,0.2049795
3.73,0.1349865
3.74,0.0849915
3.75,0.009999
3.76,0
3.77,0
3.78,-0.0049995
3.79,-0.0049995
3.8,-0.0049995
3.81,-0.0149985
3.82,-0.019998
3.83,-0.0549945
3.84,-0.029997
3.85,-0.009999
3.86,-0.009999
3.87,-0.009999
3.88,-0.009999
3.89,-0.009999
3.9,-0.0049995
3.91,-0.0249975
3.92,-0.009999
3.93,-0.009999
3.94,-0.009999
3.95,-0.0049995
3.96,-0.0049995
3.97,0
3.98,0
3.99,0.0249975
4,0.129987
4.01,0.19998
4.02,0.069993
4.03,-0.0049995
4.04,0.1649835
4.05,0.219978
4.06,0.169983
4.07,0.1349865
4.08,0.059994
4.09,0.1349865
4.1,0.109989
4.11,0.1349865
4.12,0.0849915
4.13,0.19998
4.14,0.1849815
4.15,0.149985
4.16,0.049995
4.17,0
4.18,0
4.19,0
4.2,0
4.21,-0.0049995
4.22,-0.0049995
4.23,-0.0049995
4.24,-0.0049995
4.25,-0.0049995
4.26,-0.0049995
4.27,-0.009999
4.28,-0.0249975
4.29,-0.049995
4.3,-0.0349965
4.31,-0.0149985
4.32,-0.0149985
4.33,-0.0249975
4.34,-0.009999
4.35,-0.0049995
4.36,-0.009999
4.37,-0.009999
4.38,-0.009999
4.39,-0.009999
4.4,-0.0149985
4.41,-0.009999
4.42,-0.0049995
4.43,-0.009999
4.44,-0.0049995
4.45,-0.009999
4.46,-0.009999
4.47,-0.0049995
4.48,-0.0049995
4.49,0
4.5,0.0949905
4.51,0.189981
4.52,0.4149585
4.53,0.129987
4.54,0.2549745
4.55,0.2649735
4.56,0.239976
4.57,0.2349765
4.58,0.0649935
4.59,0.0349965
4.6,0.069993
4.61,0.0249975
4.62,0
4.63,0
4.64,-0.0049995
4.65,-0.0049995
4.66,-0.009999
4.67,-0.219978
4.68,-0.09999
4.69,-0.209979
4.7,-0.079992
4.71,-0.009999
4.72,-0.019998
4.73,-0.009999
4.74,-0.019998
4.75,-0.009999
4.76,-0.0049995
4.77,-0.0049995
4.78,-0.0049995
4.79,0.009999
4.8,0.009999
4.81,0.419958
4.82,0.119988
4.83,0.2749725
4.84,0.4249575
4.85,0.4949505
4.86,0.429957
4.87,0.4149585
4.88,0.4349565
4.89,0.09999
4.9,0
4.91,-0.0049995
4.92,0
4.93,-0.0049995
4.94,-0.0049995
4.95,-0.0049995
4.96,-0.0049995
4.97,-0.0149985
4.98,-0.019998
4.99,-0.029997
5,-0.009999
5.01,-0.0049995
5.02,-0.009999
5.03,-0.0149985
5.04,-0.009999
5.05,-0.0049995
5.06,-0.009999
5.07,-0.0049995
5.08,-0.009999
5.09,-0.0049995
5.1,-0.0049995
5.11,-0.0049995
5.12,-0.0049995
5.13,-0.0049995
5.14,0
5.15,0
5.16,0.0249975
5.17,0.1149885
5.18,0.2149785
5.19,0.0349965
5.2,0.29997
5.21,0.279972
5.22,0.19998
5.23,0.2249775
5.24,0.1349865
5.25,0.2549745
5.26,0.29997
5.27,0.059994
5.28,0.009999
5.29,0.0149985
5.3,0.1049895
5.31,0.0149985
5.32,0
5.33,-0.0049995
5.34,-0.0049995
5.35,-0.0049995
5.36,-0.0049995
5.37,-0.0049995
5.38,-0.019998
5.39,-0.009999
5.4,-0.109989
5.41,-0.0249975
5.42,-0.019998
5.43,-0.009999
5.44,-0.009999
5.45,-0.009999
5.46,-0.009999
5.47,-0.0049995
5.48,-0.009999
5.49,-0.009999
5.5,-0.0049995
5.51,-0.019998
5.52,-0.0049995
5.53,-0.0049995
5.54,-0.0049995
5.55,-0.0049995
5.56,0
5.57,-0.0049995
5.58,0
5.59,0.049995
5.6,0.089991
5.61,0.269973
5.62,0.019998
5.63,0.3649635
5.64,0.269973
5.65,0.239976
5.66,0.159984
5.67,0.1449855
5.68,0.039996
5.69,0.2749725
5.7,0.049995
5.71,0
5.72,0.009999
5.73,0.0149985
5.74,0
5.75,0
5.76,-0.0049995
5.77,-0.0049995
5.78,-0.0049995
5.79,-0.0049995
5.8,-0.009999
5.81,-0.009999
5.82,-0.0149985
5.83,-0.019998
5.84,-0.0149985
5.85,-0.0049995
5.86,-0.0049995
5.87,-0.009999
5.88,-0.0049995
5.89,-0.009999
5.9,-0.0049995
5.91,-0.009999
5.92,-0.0049995
5.93,-0.0149985
5.94,-0.009999
5.95,-0.0049995
5.96,-0.0049995
5.97,-0.0049995
5.98,-0.0049995
5.99,0
6,-0.0049995
6.01,0
6.02,0.0749925
6.03,0.039996
6.04,0.149985
6.05,0.0149985
6.06,0
6.07,0
6.08,0.019998
6.09,0.139986
6.1,0.109989
6.11,0.059994
6.12,0.309969
6.13,0.079992
6.14,0.039996
6.15,0.1549845
6.16,0.0749925
6.17,0.089991
6.18,0
6.19,0
6.2,0
6.21,0.009999
6.22,-0.0049995
6.23,0
6.24,-0.0049995
6.25,-0.0049995
6.26,-0.009999
6.27,-0.0049995
6.28,-0.009999
6.29,-0.0149985
6.3,-0.0149985
6.31,-0.0849915
6.32,-0.1049895
6.33,-0.1749825
6.34,-0.009999
6.35,-0.0049995
6.36,-0.009999
6.37,-0.0149985
6.38,-0.009999
6.39,-0.009999
6.4,-0.0049995
6.41,-0.0049995
6.42,-0.0049995
6.43,-0.0049995
6.44,0
6.45,-0.0049995
6.46,0
6.47,0.0549945
6.48,0.069993
6.49,0.0249975
6.5,0.5649435
6.51,0.3349665
6.52,0.379962
6.53,0.4749525
6.54,0.329967
6.55,0.0049995
6.56,0
6.57,0
6.58,-0.0049995
6.59,-0.0049995
6.6,-0.009999
6.61,-0.0649935
6.62,-0.4049595
6.63,-0.379962
6.64,-0.0149985
6.65,-0.0149985
6.66,-0.009999
6.67,-0.0149985
6.68,-0.0149985
6.69,-0.0049995
6.7,-0.0049995
6.71,-0.0049995
6.72,0.0049995
6.73,0.1649835
6.74,0.579942
6.75,0.069993
6.76,0.4749525
6.77,0.4049595
6.78,0.2849715
6.79,0.389961
6.8,0.0149985
6.81,0
6.82,0
6.83,-0.0049995
6.84,-0.0049995
6.85,-0.009999
6.86,-0.0149985
6.87,-0.0349965
6.88,-0.139986
6.89,-0.259974
6.9,-0.0149985
6.91,-0.0249975
6.92,-0.079992
6.93,-0.0149985
6.94,-0.009999
6.95,-0.0049995
6.96,-0.009999
6.97,-0.0049995
6.98,-0.0049995
6.99,0
7,0.009999
7.01,0.1249875
7.02,0.3549645
7.03,0.049995
7.04,0.3649635
7.05,0.309969
7.06,0.2749725
7.07,0.19998
7.08,0.2949705
7.09,0.09999
7.1,0.0249975
7.11,0.0149985
7.12,0
7.13,-0.0049995
7.14,-0.0049995
7.15,-0.0049995
7.16,-0.009999
7.17,-0.0149985
7.18,-0.019998
7.19,-0.0449955
7.2,-0.1749825
7.21,-0.009999
7.22,-0.0049995
7.23,-0.0049995
7.24,-0.009999
7.25,-0.0049995
7.26,-0.009999
7.27,-0.009999
7.28,-0.0049995
7.29,-0.0049995
7.3,-0.0049995
7.31,-0.0049995
7.32,0
7.33,0.009999
7.34,0.059994
7.35,0.069993
7.36,0.009999
7.37,0.0749925
7.38,0.269973
7.39,0.29997
7.4,0.1549845
7.41,0.1649835
7.42,0.259974
7.43,0.209979
7.44,0.069993
7.45,0.0049995
7.46,0.029997
7.47,0.059994
7.48,-0.0049995
7.49,0
7.5,-0.0049995
7.51,-0.0049995
7.52,-0.0049995
7.53,-0.0049995
7.54,-0.009999
7.55,-0.009999
7.56,-0.009999
7.57,-0.009999
7.58,-0.009999
7.59,-0.0049995
7.6,-0.0049995
7.61,-0.0049995
7.62,-0.0049995
7.63,-0.009999
7.64,-0.0149985
7.65,-0.019998
7.66,-0.009999
7.67,-0.0149985
7.68,-0.0149985
7.69,-0.009999
7.7,-0.009999
7.71,-0.009999
7.72,-0.0049995
7.73,-0.0049995
7.74,-0.0049995
7.75,0
7.76,0
7.77,0.0149985
7.78,0.1049895
7.79,0.19998
7.8,0.059994
7.81,0.289971
7.82,0.369963
7.83,0.279972
7.84,0.19998
7.85,0.269973
7.86,0.259974
7.87,0.019998
7.88,0.049995
7.89,0
7.9,-0.0049995
7.91,-0.0049995
7.92,-0.0049995
7.93,-0.009999
7.94,-0.009999
7.95,-0.0149985
7.96,-0.0149985
7.97,-0.009999
7.98,-0.009999
7.99,-0.009999
8,-0.009999
8.01,-0.009999
8.02,-0.0049995
8.03,-0.009999
8.04,-0.009999
8.05,-0.009999
8.06,-0.0049995
8.07,-0.0049995
8.08,0.0049995
8.09,0.0449955
8.1,0.159984
8.11,0.1949805
8.12,0.0949905
8.13,0.309969
8.14,0.359964
8.15,0.439956
8.16,0.3749625
8.17,0.469953
8.18,0.4449555
8.19,0.0949905
8.2,0.009999
8.21,0
8.22,-0.0049995
8.23,-0.0049995
8.24,-0.009999
8.25,-0.069993
8.26,-0.209979
8.27,-0.2749725
8.28,-0.189981
8.29,-0.0149985
8.3,-0.0149985
8.31,-0.0049995
8.32,-0.009999
8.33,-0.009999
8.34,-0.0149985
8.35,-0.0149985
8.36,-0.0049995
8.37,-0.0049995
8.38,0
8.39,0
8.4,0
8.41,0.0249975
8.42,0.179982
8.43,0.239976
8.44,0.129987
8.45,0.3249675
8.46,0.239976
8.47,0.239976
8.48,0.3049695
8.49,0.3149685
8.5,0.39996
8.51,0.3249675
8.52,0.0149985
8.53,0
8.54,0
8.55,-0.0049995
8.56,-0.0049995
8.57,-0.0049995
8.58,-0.0049995
8.59,-0.009999
8.6,-0.0149985
8.61,-0.0549945
8.62,-0.0649935
8.63,-0.009999
8.64,-0.009999
8.65,-0.0049995
8.66,-0.0049995
8.67,-0.009999
8.68,-0.0149985
8.69,-0.009999
8.7,-0.009999
8.71,-0.0049995
8.72,-0.0049995
8.73,-0.0149985
8.74,-0.009999
8.75,0
8.76,0
8.77,0
8.78,0.0449955
8.79,0.169983
8.8,0.139986
8.81,0
8.82,0.119988
8.83,0.329967
8.84,0.3949605
8.85,0.319968
8.86,0.259974
8.87,0.429957
8.88,0.319968
8.89,0.0649935
8.9,0.069993
8.91,0
8.92,-0.0049995
8.93,-0.0049995
8.94,-0.009999
8.95,-0.039996
8.96,-0.1249875
8.97,-0.1149885
8.98,-0.0149985
8.99,-0.009999
9,-0.009999
9.01,-0.009999
9.02,-0.0049995
9.03,-0.0049995
9.04,-0.009999
9.05,-0.0049995
9.06,-0.0049995
9.07,-0.0049995
9.08,-0.0049995
9.09,0
9.1,0.039996
9.11,0.119988
9.12,0.089991
9.13,0.0049995
9.14,0.119988
9.15,0.219978
9.16,0.2049795
9.17,0.219978
9.18,0.259974
9.19,0.279972
9.2,0.3349665
9.21,0.2449755
9.22,0.029997
9.23,0
9.24,0
9.25,0
9.26,-0.0049995
9.27,-0.0049995
9.28,-0.009999
9.29,-0.0049995
9.3,-0.009999
9.31,-0.009999
9.32,-0.009999
9.33,-0.009999
9.34,-0.0149985
9.35,-0.009999
9.36,-0.0049995
9.37,-0.0049995
9.38,-0.009999
9.39,-0.009999
9.4,-0.009999
9.41,-0.009999
9.42,-0.0149985
9.43,-0.0049995
9.44,-0.0149985
9.45,-0.0049995
9.46,-0.0049995
9.47,-0.0049995
9.48,-0.0049995
9.49,-0.0049995
9.5,-0.0049995
9.51,0
9.52,0
9.53,0
9.54,0.09999
9.55,0.0849915
9.56,-0.0049995
9.57,0.1449855
9.58,0.19998
9.59,0.1449855
9.6,0.209979
9.61,0.2449755
9.62,0.269973
9.63,0.359964
9.64,0.239976
9.65,0.0449955
9.66,0
9.67,0
9.68,-0.0049995
9.69,-0.0049995
9.7,-0.0049995
9.71,-0.0149985
9.72,-0.1549845
9.73,-0.309969
9.74,-0.149985
9.75,-0.019998
9.76,-0.0349965
9.77,-0.019998
9.78,-0.0549945
9.79,-0.0549945
9.8,-0.019998
9.81,0
9.82,0
9.83,0.2349765
9.84,0.1649835
9.85,0.3049695
9.86,0.6049395
9.87,0.4449555
9.88,0.519948
9.89,0.4949505
9.9,0.149985
9.91,0
9.92,-0.0049995
9.93,-0.009999
9.94,-0.039996
9.95,-0.179982
9.96,-0.289971
9.97,-0.129987
9.98,-0.0249975
9.99,-0.0349965
10,-0.0149985
10.01,-0.0049995
10.02,0
10.03,0.0249975
10.04,0.2849715
10.05,0.169983
10.06,0.3749625
10.07,0.8249175
10.08,0.7649235
10.09,0.629937
10.1,0.3649635
10.11,0.0749925
10.12,-0.0049995
10.13,-0.0049995
10.14,-0.0449955
10.15,-0.4349565
10.16,-0.2449755
10.17,-0.009999
10.18,-0.0249975
10.19,-0.009999
10.2,-0.009999
10.21,-0.009999
10.22,-0.0049995
10.23,0.009999
10.24,0.409959
10.25,0.219978
10.26,0.429957
10.27,0.6949305
10.28,0.749925
10.29,0.6549345
10.3,0.209979
10.31,0
10.32,-0.0049995
10.33,-0.0049995
10.34,-0.039996
10.35,-0.3549645
10.36,-0.3149685
10.37,-0.0849915
10.38,-0.0249975
10.39,-0.0449955
10.4,-0.019998
10.41,-0.0049995
10.42,0
10.43,0.0549945
10.44,0.4849515
10.45,0.239976
10.46,0.359964
10.47,0.6049395
10.48,0.4149585
10.49,0.4749525
10.5,0.4449555
10.51,0.1349865
10.52,0
10.53,0
10.54,-0.0049995
10.55,-0.0049995
10.56,-0.009999
10.57,-0.0049995
10.58,-0.009999
10.59,-0.0249975
10.6,-0.0149985
10.61,-0.0749925
10.62,-0.09999
10.63,-0.0349965
10.64,-0.0049995
10.65,0
10.66,-0.0049995
10.67,-0.0049995
10.68,0
10.69,-0.0049995
10.7,-0.0049995
10.71,-0.0049995
10.72,-0.0049995
10.73,-0.0049995
10.74,-0.0049995
10.75,-0.0049995
10.76,-0.0049995
10.77,-0.0049995
10.78,-0.0049995
10.79,-0.0049995
10.8,-0.0049995
10.81,-0.0049995
10.82,-0.0049995
10.83,-0.0049995
10.84,-0.0049995
10.85,-0.0049995
10.86,-0.0049995
10.87,-0.0049995
10.88,-0.0049995
10.89,-0.0049995
10.9,0
10.91,-0.0049995
10.92,-0.0049995
10.93,-0.0049995
10.94,-0.0049995
10.95,0
10.96,-0.0049995
10.97,0
10.98,-0.0049995
10.99,-0.0049995
11,-0.0049995
11.01,0
11.02,-0.0049995
11.03,0
11.04,-0.0049995
11.05,-0.0049995
11.06,0
11.07,0
11.08,-0.0049995
11.09,-0.0049995
11.1,-0.0049995
11.11,-0.0049995
11.12,-0.0049995
11.13,0
11.14,-0.0049995
11.15,-0.0049995
